,order_id,order_date,customer_id,segment,category,sub_category,sales,quantity,profit
842,CA-2016-161669,11/7/2016,EM-14095,Corporate,Office Supplies,Binders,37.44,4,11.7
843,CA-2016-161669,11/7/2016,EM-14095,Corporate,Office Supplies,Binders,26.976,4,8.7672
844,CA-2016-161669,11/7/2016,EM-14095,Corporate,Office Supplies,Supplies,11.36,2,3.2944
845,CA-2016-161669,11/7/2016,EM-14095,Corporate,Office Supplies,Labels,14.62,2,6.8714
846,CA-2015-114300,10/13/2015,AF-10885,Consumer,Technology,Phones,83.72,7,23.4416
847,CA-2015-114300,10/13/2015,AF-10885,Consumer,Furniture,Chairs,287.94,3,77.7438
848,CA-2017-107503,1/1/2017,GA-14725,Consumer,Furniture,Furnishings,48.896,4,8.5568
849,CA-2014-107755,2/7/2014,CK-12760,Corporate,Technology,Accessories,115.36,7,49.6048
850,CA-2016-152534,6/20/2016,DP-13105,Corporate,Office Supplies,Art,5.16,2,1.3416
851,CA-2016-152534,6/20/2016,DP-13105,Corporate,Office Supplies,Paper,38.88,6,18.6624
852,CA-2016-113747,5/28/2016,VD-21670,Consumer,Office Supplies,Art,185.88,6,50.1876
853,CA-2016-123274,2/19/2016,GT-14710,Consumer,Furniture,Furnishings,44.46,2,14.6718
854,CA-2016-123274,2/19/2016,GT-14710,Consumer,Office Supplies,Storage,242.94,3,9.7176
855,CA-2014-125612,8/3/2014,BK-11260,Consumer,Office Supplies,Paper,39.96,2,18.7812
856,CA-2014-125612,8/3/2014,BK-11260,Consumer,Office Supplies,Supplies,102.3,10,26.598000000000003
857,CA-2014-125612,8/3/2014,BK-11260,Consumer,Office Supplies,Storage,21.36,2,5.7672
858,CA-2017-161984,4/10/2017,SJ-20125,Home Office,Office Supplies,Paper,7.61,1,3.5767
859,CA-2017-161984,4/10/2017,SJ-20125,Home Office,Office Supplies,Fasteners,7.16,2,3.58
860,CA-2014-133851,6/9/2014,CM-12445,Consumer,Office Supplies,Supplies,7.36,2,0.1472
861,CA-2014-133851,6/9/2014,CM-12445,Consumer,Office Supplies,Art,23.1,2,10.626
862,CA-2016-134474,1/5/2016,AJ-10795,Corporate,Technology,Accessories,191.472,6,40.6878
863,CA-2016-134474,1/5/2016,AJ-10795,Corporate,Office Supplies,Art,5.247999999999999,2,0.5904
864,CA-2016-134474,1/5/2016,AJ-10795,Corporate,Technology,Phones,59.184,2,5.1786
865,CA-2014-149020,1/10/2014,AJ-10780,Corporate,Office Supplies,Labels,2.89,1,1.3583
866,CA-2014-149020,1/10/2014,AJ-10780,Corporate,Furniture,Furnishings,51.94,1,21.2954
867,CA-2016-134362,9/29/2016,LS-16945,Corporate,Office Supplies,Labels,15.936,4,5.1792
868,CA-2014-136742,4/6/2014,GP-14740,Corporate,Office Supplies,Binders,44.91,6,-35.928000000000004
869,CA-2016-158099,9/3/2016,PK-18910,Home Office,Office Supplies,Binders,1141.47,5,-760.98
870,CA-2016-158099,9/3/2016,PK-18910,Home Office,Technology,Phones,280.782,3,-46.797
871,CA-2015-131128,10/19/2015,TB-21520,Consumer,Office Supplies,Paper,34.44,3,17.22
872,CA-2014-148488,12/10/2014,SM-20005,Consumer,Office Supplies,Paper,11.36,2,5.2256
873,CA-2014-148488,12/10/2014,SM-20005,Consumer,Office Supplies,Binders,106.344,7,37.2204
874,CA-2017-114636,8/25/2017,GA-14725,Consumer,Office Supplies,Paper,192.16,5,67.256
875,CA-2016-116736,1/17/2016,CC-12430,Home Office,Furniture,Furnishings,322.59,3,64.518
876,CA-2016-116736,1/17/2016,CC-12430,Home Office,Technology,Accessories,29.99,1,13.1956
877,CA-2016-116736,1/17/2016,CC-12430,Home Office,Technology,Accessories,371.97,3,66.9546
878,US-2014-158638,9/17/2014,AG-10765,Home Office,Office Supplies,Binders,5.892,4,-4.1244
879,CA-2017-111689,11/30/2017,HP-14815,Home Office,Office Supplies,Binders,68.472,3,23.1093
880,CA-2017-111689,11/30/2017,HP-14815,Home Office,Furniture,Chairs,1242.9,5,262.39
881,CA-2015-129098,10/9/2015,DK-13090,Consumer,Office Supplies,Storage,30.84,2,8.3268
882,US-2017-123463,12/23/2017,GZ-14470,Consumer,Office Supplies,Art,13.48,4,5.9312
883,CA-2016-165148,10/22/2016,PM-19135,Home Office,Furniture,Furnishings,31.4,5,10.048
884,CA-2014-134061,4/29/2014,LL-16840,Consumer,Furniture,Furnishings,17.46,2,5.9364
885,CA-2015-143602,4/25/2015,JS-15595,Corporate,Office Supplies,Binders,13.944,3,4.5318
886,CA-2017-115364,6/26/2017,OT-18730,Consumer,Office Supplies,Storage,83.76,12,1.6752
887,CA-2017-150707,10/14/2017,EL-13735,Home Office,Office Supplies,Binders,37.66,7,18.4534
888,CA-2014-104976,12/9/2014,CK-12760,Corporate,Office Supplies,Paper,34.68,6,16.9932
889,CA-2017-132934,6/20/2017,JE-15475,Consumer,Technology,Accessories,149.95,5,14.995
890,CA-2017-132934,6/20/2017,JE-15475,Consumer,Office Supplies,Binders,51.312,3,18.6006
891,CA-2017-133256,6/26/2017,TH-21550,Home Office,Office Supplies,Paper,4.54,1,2.043
892,CA-2017-133256,6/26/2017,TH-21550,Home Office,Office Supplies,Art,15.92,4,5.4128
893,CA-2017-133256,6/26/2017,TH-21550,Home Office,Technology,Phones,543.92,8,135.98
894,CA-2016-105494,11/10/2016,PC-18745,Corporate,Office Supplies,Storage,155.82,7,42.0714
895,CA-2016-105494,11/10/2016,PC-18745,Corporate,Office Supplies,Binders,70.008,3,24.5028
896,CA-2016-140634,10/3/2016,HL-15040,Consumer,Office Supplies,Envelopes,15.648,2,5.0856
897,CA-2014-144407,9/9/2014,MS-17365,Consumer,Office Supplies,Labels,103.6,7,51.8
898,CA-2017-160983,10/29/2017,GB-14530,Corporate,Office Supplies,Paper,46.96,8,22.5408
899,US-2016-114622,4/10/2016,JR-16210,Corporate,Office Supplies,Binders,8.904,2,-6.5296
900,CA-2017-150959,11/11/2017,TD-20995,Consumer,Office Supplies,Labels,10.44,5,3.3930000000000002
901,CA-2017-150959,11/11/2017,TD-20995,Consumer,Office Supplies,Binders,18.336,4,-32.088
902,CA-2017-132353,9/15/2017,DB-13060,Consumer,Technology,Phones,323.976,3,20.2485
903,CA-2016-130477,4/8/2016,LC-17140,Consumer,Office Supplies,Paper,20.04,3,9.6192
904,CA-2016-130477,4/8/2016,LC-17140,Consumer,Office Supplies,Storage,64.96,2,2.5984
905,CA-2016-130477,4/8/2016,LC-17140,Consumer,Office Supplies,Paper,12.96,2,6.2208
906,CA-2017-143259,12/30/2017,PO-18865,Consumer,Furniture,Bookcases,323.13599999999997,4,12.1176
907,CA-2017-143259,12/30/2017,PO-18865,Consumer,Technology,Phones,90.93,7,2.7279
908,CA-2017-143259,12/30/2017,PO-18865,Consumer,Office Supplies,Binders,52.776,3,19.791
909,CA-2017-137596,9/2/2017,BE-11335,Home Office,Technology,Phones,1199.8,4,323.94599999999997
910,CA-2017-137596,9/2/2017,BE-11335,Home Office,Technology,Accessories,1928.78,7,829.3754
911,CA-2017-137596,9/2/2017,BE-11335,Home Office,Office Supplies,Storage,352.38,2,81.0474
912,CA-2015-133627,5/31/2015,SC-20050,Home Office,Furniture,Furnishings,22.2,6,9.102
913,CA-2017-102519,11/27/2017,BM-11650,Corporate,Furniture,Furnishings,46.94,1,19.2454
914,CA-2017-102519,11/27/2017,BM-11650,Corporate,Technology,Accessories,143.73,9,56.0547
915,US-2014-141215,6/15/2014,KL-16555,Corporate,Furniture,Tables,99.91799999999999,2,-18.5562
916,US-2014-141215,6/15/2014,KL-16555,Corporate,Furniture,Chairs,797.944,4,-56.996
917,US-2014-141215,6/15/2014,KL-16555,Corporate,Office Supplies,Binders,8.568,3,-14.5656
918,CA-2016-165218,3/5/2016,RW-19630,Corporate,Office Supplies,Envelopes,149.352,3,50.4063
919,CA-2016-165218,3/5/2016,RW-19630,Corporate,Office Supplies,Storage,12.992,1,-0.812
920,CA-2014-138296,12/5/2014,RC-19825,Consumer,Office Supplies,Storage,24.56,2,6.8768
921,CA-2015-111164,4/11/2015,SE-20110,Consumer,Technology,Accessories,85.14,3,34.9074
922,CA-2015-111164,4/11/2015,SE-20110,Consumer,Technology,Phones,21.99,1,10.5552
923,CA-2015-111164,4/11/2015,SE-20110,Consumer,Office Supplies,Appliances,406.6,5,113.848
924,CA-2016-149797,9/15/2016,AH-10075,Corporate,Office Supplies,Binders,841.568,2,294.5488
925,CA-2014-132962,9/13/2014,JM-15535,Consumer,Office Supplies,Paper,15.552,3,5.4432
926,CA-2014-132962,9/13/2014,JM-15535,Consumer,Technology,Accessories,252.0,5,53.55
927,CA-2015-115091,10/5/2015,JJ-15760,Home Office,Office Supplies,Art,46.2,4,12.936
928,CA-2015-115091,10/5/2015,JJ-15760,Home Office,Office Supplies,Appliances,28.84,2,9.5172
929,CA-2017-144932,4/14/2017,AB-10165,Consumer,Office Supplies,Art,14.592,3,2.5536
930,CA-2017-144932,4/14/2017,AB-10165,Consumer,Office Supplies,Art,89.85600000000001,3,21.3408
931,CA-2017-144932,4/14/2017,AB-10165,Consumer,Office Supplies,Paper,13.872,3,5.0286
932,CA-2017-114216,9/2/2017,RK-19300,Consumer,Office Supplies,Paper,12.192,3,4.1148
933,CA-2016-140081,6/20/2016,CG-12040,Home Office,Office Supplies,Paper,45.056000000000004,8,15.2064
934,CA-2016-140081,6/20/2016,CG-12040,Home Office,Office Supplies,Binders,29.718000000000004,6,-21.7932
935,CA-2016-140081,6/20/2016,CG-12040,Home Office,Office Supplies,Paper,15.552,3,5.4432
936,CA-2016-140081,6/20/2016,CG-12040,Home Office,Office Supplies,Appliances,447.69599999999997,2,33.5772
937,US-2017-111745,11/5/2017,RA-19885,Corporate,Technology,Accessories,159.99,1,54.3966
938,CA-2015-148250,12/13/2015,RP-19270,Corporate,Office Supplies,Paper,12.96,2,6.2208
939,CA-2015-148250,12/13/2015,RP-19270,Corporate,Office Supplies,Appliances,134.48,4,34.9648
940,CA-2016-105760,6/19/2016,KC-16255,Corporate,Office Supplies,Paper,17.12,2,8.0464
941,CA-2016-142958,12/13/2016,RW-19630,Corporate,Office Supplies,Binders,6.096,2,2.2098
942,CA-2016-142958,12/13/2016,RW-19630,Corporate,Furniture,Tables,1114.272,4,41.7852
943,CA-2015-120880,5/29/2015,JL-15850,Consumer,Office Supplies,Paper,32.4,5,15.552
944,CA-2015-120880,5/29/2015,JL-15850,Consumer,Office Supplies,Storage,540.57,3,140.5482
945,CA-2015-120880,5/29/2015,JL-15850,Consumer,Office Supplies,Binders,167.76,5,62.91
946,US-2015-140200,7/26/2015,CA-12775,Consumer,Furniture,Tables,393.165,3,-204.4458
947,US-2017-110576,11/28/2017,RB-19795,Home Office,Furniture,Furnishings,516.488,7,-12.9122
948,US-2017-110576,11/28/2017,RB-19795,Home Office,Furniture,Furnishings,1007.232,6,75.5424
949,US-2017-110576,11/28/2017,RB-19795,Home Office,Furniture,Tables,2065.32,12,-619.596
950,US-2017-110576,11/28/2017,RB-19795,Home Office,Office Supplies,Paper,15.552,3,5.4432
951,US-2017-110576,11/28/2017,RB-19795,Home Office,Office Supplies,Paper,25.344,6,7.92
952,CA-2017-131156,4/3/2017,KH-16360,Consumer,Furniture,Furnishings,25.471999999999998,4,7.6416
953,CA-2017-136539,12/28/2017,GH-14665,Consumer,Office Supplies,Art,27.168000000000003,2,2.7168
954,CA-2017-136539,12/28/2017,GH-14665,Consumer,Furniture,Bookcases,78.8528,2,-11.595999999999998
955,CA-2017-119305,11/30/2017,SW-20275,Consumer,Office Supplies,Storage,173.8,5,43.45
956,CA-2017-102414,5/15/2017,JA-15970,Consumer,Technology,Phones,29.592,1,2.5893
957,CA-2017-102414,5/15/2017,JA-15970,Consumer,Office Supplies,Binders,4.752,2,-3.168
958,CA-2017-102414,5/15/2017,JA-15970,Consumer,Office Supplies,Paper,15.552,3,5.6376
959,CA-2015-112571,9/22/2015,DL-12925,Consumer,Furniture,Furnishings,204.6,2,53.196000000000005
960,CA-2017-152142,11/14/2017,LW-16990,Corporate,Furniture,Chairs,321.568,2,28.1372
961,CA-2015-160059,11/27/2015,TB-21190,Home Office,Office Supplies,Binders,6.24,2,3.0576
962,CA-2016-120859,9/1/2016,CV-12805,Corporate,Office Supplies,Envelopes,21.88,2,10.94
963,CA-2014-127488,9/22/2014,MS-17365,Consumer,Office Supplies,Labels,4.6080000000000005,2,1.6704
964,CA-2017-135279,4/9/2017,BS-11800,Home Office,Office Supplies,Labels,9.82,2,4.8118
965,CA-2017-135279,4/9/2017,BS-11800,Home Office,Office Supplies,Art,35.97,3,9.7119
966,CA-2017-135279,4/9/2017,BS-11800,Home Office,Office Supplies,Paper,12.96,2,6.2208
967,CA-2017-135279,4/9/2017,BS-11800,Home Office,Office Supplies,Paper,191.6,4,91.96799999999999
968,CA-2017-135279,4/9/2017,BS-11800,Home Office,Office Supplies,Labels,8.64,3,4.2336
969,CA-2017-135279,4/9/2017,BS-11800,Home Office,Office Supplies,Storage,501.81,3,0.0
970,CA-2014-115791,1/16/2014,DL-13315,Consumer,Furniture,Furnishings,127.104,6,28.5984
971,CA-2014-115791,1/16/2014,DL-13315,Consumer,Technology,Phones,124.2,3,-31.05
972,CA-2014-115791,1/16/2014,DL-13315,Consumer,Office Supplies,Binders,18.588,2,-13.6312
973,CA-2014-115791,1/16/2014,DL-13315,Consumer,Office Supplies,Labels,30.072,3,10.1493
974,US-2017-103247,10/5/2017,PO-19195,Home Office,Technology,Phones,160.93,7,3.2186
975,US-2017-103247,10/5/2017,PO-19195,Home Office,Office Supplies,Binders,75.792,3,25.5798
976,US-2017-100209,7/9/2017,TD-20995,Consumer,Office Supplies,Binders,1.08,2,-0.792
977,CA-2017-159366,1/7/2017,BW-11110,Corporate,Technology,Machines,3059.982,2,679.9960000000001
978,CA-2016-145499,5/30/2016,RW-19690,Consumer,Office Supplies,Binders,3.282,2,-2.6256
979,CA-2015-157035,12/9/2015,KB-16600,Corporate,Office Supplies,Paper,34.02,3,16.6698
980,CA-2016-144939,10/3/2016,EB-13870,Consumer,Furniture,Chairs,599.2919999999999,6,93.2232
981,CA-2014-163419,11/11/2014,TZ-21580,Consumer,Office Supplies,Art,3.392,1,0.8056
982,CA-2014-163419,11/11/2014,TZ-21580,Consumer,Technology,Phones,559.984,2,55.9984
983,CA-2014-163419,11/11/2014,TZ-21580,Consumer,Furniture,Chairs,603.92,5,75.49
984,CA-2017-100314,9/29/2017,AS-10630,Home Office,Office Supplies,Labels,7.968,2,2.5896
985,CA-2017-100314,9/29/2017,AS-10630,Home Office,Office Supplies,Envelopes,27.968000000000004,4,9.4392
986,CA-2017-100314,9/29/2017,AS-10630,Home Office,Technology,Machines,336.51,3,44.868
987,CA-2015-146829,3/10/2015,TS-21340,Consumer,Office Supplies,Binders,1.112,2,-1.8904
988,CA-2017-167899,5/21/2017,JG-15805,Corporate,Furniture,Furnishings,520.05,5,72.807
989,CA-2017-167899,5/21/2017,JG-15805,Corporate,Office Supplies,Art,17.97,3,5.2113
990,CA-2015-153549,3/29/2015,SL-20155,Home Office,Furniture,Chairs,1166.92,5,131.2785
991,CA-2016-110023,9/9/2016,TS-21610,Consumer,Office Supplies,Binders,14.624,2,5.484
992,CA-2016-105585,8/26/2016,RF-19735,Consumer,Office Supplies,Fasteners,10.23,3,4.9104
993,CA-2016-105585,8/26/2016,RF-19735,Consumer,Office Supplies,Paper,154.9,5,69.705
994,CA-2014-117639,5/21/2014,MW-18235,Corporate,Office Supplies,Binders,2715.93,7,1276.4871
995,CA-2014-117639,5/21/2014,MW-18235,Corporate,Technology,Phones,617.97,3,173.0316
996,CA-2015-162537,10/28/2015,RD-19585,Consumer,Office Supplies,Envelopes,10.67,1,4.9082
997,CA-2015-162537,10/28/2015,RD-19585,Consumer,Office Supplies,Storage,36.63,3,9.8901
998,CA-2015-162537,10/28/2015,RD-19585,Consumer,Furniture,Furnishings,24.1,5,9.158
999,CA-2015-162537,10/28/2015,RD-19585,Consumer,Furniture,Furnishings,33.11,7,12.9129
1000,CA-2016-155488,11/13/2016,FM-14290,Home Office,Office Supplies,Art,44.02,2,11.4452
1001,CA-2015-124891,7/31/2015,RH-19495,Consumer,Technology,Accessories,2309.65,7,762.1845
1002,CA-2015-124891,7/31/2015,RH-19495,Consumer,Furniture,Tables,1090.782,7,-290.8752
1003,CA-2015-124891,7/31/2015,RH-19495,Consumer,Office Supplies,Paper,19.44,3,9.3312
1004,CA-2015-126445,8/27/2015,RA-19945,Consumer,Office Supplies,Storage,484.65,3,92.0835
1005,CA-2015-111199,11/13/2015,JK-15730,Consumer,Office Supplies,Paper,115.296,3,40.3536
1006,CA-2015-105312,11/6/2015,MT-17815,Consumer,Office Supplies,Envelopes,7.08,3,2.478
1007,CA-2015-105312,11/6/2015,MT-17815,Consumer,Office Supplies,Binders,4.401,3,-3.5208
1008,US-2017-106705,12/26/2017,PO-18850,Consumer,Office Supplies,Paper,44.75,5,20.585
1009,CA-2017-135034,8/1/2017,AT-10735,Consumer,Technology,Phones,95.984,2,5.999
1010,CA-2014-158540,11/24/2014,VG-21790,Consumer,Furniture,Furnishings,151.72,4,27.3096
1011,CA-2017-118437,6/17/2017,PF-19165,Consumer,Furniture,Furnishings,155.25,3,46.575
1012,CA-2017-118437,6/17/2017,PF-19165,Consumer,Office Supplies,Storage,14.03,1,4.0687
1013,US-2015-126214,12/21/2015,JS-15880,Consumer,Furniture,Tables,1618.37,13,356.0414
1014,US-2015-126214,12/21/2015,JS-15880,Consumer,Technology,Accessories,99.6,1,36.852
1015,CA-2015-133025,9/17/2015,MO-17800,Home Office,Office Supplies,Paper,32.4,5,15.552
1016,CA-2015-108665,7/6/2015,KM-16225,Corporate,Furniture,Furnishings,13.96,2,6.7008
1017,CA-2015-108665,7/6/2015,KM-16225,Corporate,Furniture,Furnishings,155.82,3,63.8862
1018,CA-2015-108665,7/6/2015,KM-16225,Corporate,Technology,Phones,124.95,5,2.499
1019,CA-2015-108665,7/6/2015,KM-16225,Corporate,Office Supplies,Storage,601.65,5,156.429
1020,CA-2015-124450,4/27/2015,GT-14710,Consumer,Office Supplies,Art,22.74,3,8.8686
1021,CA-2015-124450,4/27/2015,GT-14710,Consumer,Furniture,Chairs,1267.53,3,316.8825
1022,CA-2015-124450,4/27/2015,GT-14710,Consumer,Technology,Machines,1379.92,8,648.5624
1023,CA-2015-167269,6/16/2015,PB-19150,Consumer,Office Supplies,Envelopes,6.207999999999999,2,2.1728
1024,CA-2017-106964,12/17/2017,HR-14770,Home Office,Office Supplies,Binders,11.808,2,4.2804
1025,CA-2016-126529,1/11/2016,DE-13255,Home Office,Office Supplies,Paper,15.552,3,5.4432
1026,CA-2016-126529,1/11/2016,DE-13255,Home Office,Office Supplies,Paper,63.312,3,20.5764
1027,CA-2016-126529,1/11/2016,DE-13255,Home Office,Technology,Phones,15.588,2,-9.8724
1028,CA-2014-163552,7/11/2014,LA-16780,Corporate,Office Supplies,Paper,177.2,5,83.28399999999999
1029,CA-2014-163552,7/11/2014,LA-16780,Corporate,Technology,Phones,197.97,3,57.4113
1030,CA-2014-163552,7/11/2014,LA-16780,Corporate,Furniture,Chairs,854.94,3,213.735
1031,CA-2014-163552,7/11/2014,LA-16780,Corporate,Furniture,Furnishings,124.11,9,52.1262
1032,CA-2014-163552,7/11/2014,LA-16780,Corporate,Office Supplies,Labels,14.4,5,7.056
1033,CA-2016-109820,11/20/2016,AG-10390,Consumer,Office Supplies,Paper,15.696,3,5.1012
1034,CA-2016-109820,11/20/2016,AG-10390,Consumer,Office Supplies,Binders,2.628,2,-1.9272
1035,CA-2016-109820,11/20/2016,AG-10390,Consumer,Office Supplies,Binders,14.427,3,-10.5798
1036,CA-2016-113061,4/22/2016,EL-13735,Home Office,Furniture,Furnishings,86.62,2,8.662
1037,CA-2015-127418,6/13/2015,JJ-15445,Consumer,Office Supplies,Binders,36.624,3,13.734000000000002
1038,CA-2017-121818,11/20/2017,JH-15430,Consumer,Office Supplies,Art,23.968000000000004,7,2.6964
1039,CA-2017-121818,11/20/2017,JH-15430,Consumer,Office Supplies,Art,28.728,3,1.7955
1040,CA-2016-127670,3/20/2016,RD-19660,Home Office,Furniture,Tables,697.16,4,146.4036
1041,CA-2016-102981,9/6/2016,MO-17500,Consumer,Technology,Accessories,31.86,2,11.151
1042,CA-2016-102981,9/6/2016,MO-17500,Consumer,Furniture,Bookcases,722.352,3,90.294
1043,CA-2017-115651,7/9/2017,NS-18640,Corporate,Office Supplies,Art,8.84,5,2.9835
1044,CA-2017-115651,7/9/2017,NS-18640,Corporate,Office Supplies,Appliances,58.464,9,-146.16
1045,CA-2017-152702,10/12/2017,SN-20710,Home Office,Furniture,Chairs,254.604,14,-18.186
1046,CA-2016-169103,3/8/2016,ZC-21910,Consumer,Technology,Phones,1363.96,5,85.2475
1047,CA-2016-169103,3/8/2016,ZC-21910,Consumer,Furniture,Furnishings,102.36,3,-3.8385
1048,CA-2014-139192,5/27/2014,LC-16885,Consumer,Technology,Phones,1113.504,12,125.2692
1049,CA-2014-139192,5/27/2014,LC-16885,Consumer,Technology,Accessories,99.99,1,37.9962
1050,US-2015-153500,7/3/2015,DG-13300,Corporate,Furniture,Furnishings,168.46400000000003,2,-29.4812
1051,US-2015-153500,7/3/2015,DG-13300,Corporate,Office Supplies,Paper,6.72,2,2.436
1052,US-2015-153500,7/3/2015,DG-13300,Corporate,Furniture,Furnishings,282.888,9,56.5776
1053,CA-2015-110667,4/4/2015,NF-18595,Home Office,Office Supplies,Art,11.16,2,4.3524
1054,CA-2015-110667,4/4/2015,NF-18595,Home Office,Furniture,Furnishings,108.4,2,22.764
1055,CA-2015-110667,4/4/2015,NF-18595,Home Office,Office Supplies,Binders,82.344,3,27.7911
1056,CA-2015-110667,4/4/2015,NF-18595,Home Office,Office Supplies,Binders,9.088,4,3.2944
1057,CA-2017-167150,12/10/2017,BP-11185,Corporate,Office Supplies,Binders,19.936,4,7.2268
1058,CA-2017-167150,12/10/2017,BP-11185,Corporate,Office Supplies,Binders,65.568,2,22.9488
1059,CA-2016-105284,11/24/2016,MG-17650,Home Office,Office Supplies,Fasteners,4.416,3,1.6008
1060,US-2015-125374,3/23/2015,JD-16060,Consumer,Furniture,Chairs,107.772,2,-29.2524
1061,CA-2015-161263,4/16/2015,TS-21160,Corporate,Office Supplies,Appliances,45.216,3,4.5216
1062,CA-2015-161263,4/16/2015,TS-21160,Corporate,Office Supplies,Fasteners,10.415999999999999,7,-2.2134
1063,CA-2015-161263,4/16/2015,TS-21160,Corporate,Office Supplies,Art,7.872000000000001,3,1.2792
1064,CA-2015-161263,4/16/2015,TS-21160,Corporate,Technology,Phones,118.78200000000001,3,-27.7158
1065,CA-2015-161263,4/16/2015,TS-21160,Corporate,Office Supplies,Fasteners,1.4480000000000002,1,0.2353
1066,CA-2015-161263,4/16/2015,TS-21160,Corporate,Office Supplies,Binders,55.47,5,-46.225
1067,CA-2016-157686,10/1/2016,BD-11620,Consumer,Furniture,Chairs,194.84799999999998,4,12.177999999999999
1068,US-2017-139955,9/28/2017,CM-12160,Consumer,Office Supplies,Supplies,1.744,1,-0.3488
1069,US-2015-150161,7/25/2015,RB-19795,Home Office,Office Supplies,Binders,25.176,4,-18.4624
1070,CA-2015-144652,11/20/2015,SN-20560,Home Office,Office Supplies,Art,19.46,7,5.0596
1071,CA-2016-152814,4/28/2016,EH-14005,Home Office,Office Supplies,Paper,29.471999999999998,3,9.9468
1072,CA-2017-106943,11/14/2017,FO-14305,Consumer,Office Supplies,Binders,8.64,2,3.0239999999999996
1073,CA-2016-134348,11/12/2016,MS-17710,Consumer,Office Supplies,Binders,6.27,5,-4.598
1074,CA-2016-134348,11/12/2016,MS-17710,Consumer,Office Supplies,Binders,4.368,7,-3.3488
1075,CA-2016-134348,11/12/2016,MS-17710,Consumer,Technology,Accessories,31.984,2,1.999
1076,CA-2016-161781,9/29/2016,CC-12100,Home Office,Office Supplies,Art,40.88,7,10.6288
1077,CA-2017-132521,9/23/2017,DW-13540,Consumer,Office Supplies,Appliances,119.96,2,33.5888
1078,CA-2017-132521,9/23/2017,DW-13540,Consumer,Office Supplies,Storage,31.44,3,8.4888
1079,CA-2017-132521,9/23/2017,DW-13540,Consumer,Office Supplies,Binders,6.88,1,2.322
1080,CA-2015-110016,11/29/2015,BT-11395,Corporate,Office Supplies,Paper,19.92,4,9.3624
1081,CA-2015-110016,11/29/2015,BT-11395,Corporate,Furniture,Chairs,1106.91,9,121.7601
1082,US-2016-143819,3/1/2016,KD-16270,Consumer,Furniture,Tables,836.592,8,-264.9208
1083,US-2016-143819,3/1/2016,KD-16270,Consumer,Office Supplies,Paper,26.38,1,12.1348
1084,US-2016-143819,3/1/2016,KD-16270,Consumer,Office Supplies,Storage,362.92,2,105.2468
1085,US-2016-143819,3/1/2016,KD-16270,Consumer,Technology,Machines,4899.93,7,2400.9657
1086,CA-2016-167584,8/12/2016,LC-16870,Consumer,Office Supplies,Paper,6.48,1,3.1104
1087,CA-2016-166163,8/15/2016,CY-12745,Corporate,Technology,Phones,71.976,3,7.1976
1088,CA-2016-166163,8/15/2016,CY-12745,Corporate,Office Supplies,Labels,3.15,1,1.5119999999999998
1089,CA-2017-158407,6/4/2017,LW-16990,Corporate,Furniture,Furnishings,31.984,2,1.999
1090,CA-2017-158407,6/4/2017,LW-16990,Corporate,Technology,Phones,71.984,2,25.1944
1091,CA-2015-143490,12/6/2015,NP-18325,Consumer,Office Supplies,Art,120.15,9,33.641999999999996
1092,CA-2015-143490,12/6/2015,NP-18325,Consumer,Technology,Phones,219.18400000000003,2,19.1786
1093,CA-2015-165085,12/27/2015,BT-11485,Home Office,Office Supplies,Paper,28.9,5,14.161
1094,CA-2015-165085,12/27/2015,BT-11485,Home Office,Office Supplies,Appliances,355.96,2,103.2284
1095,CA-2017-160423,1/21/2017,PS-19045,Home Office,Office Supplies,Storage,348.208,7,30.4682
1096,CA-2017-160423,1/21/2017,PS-19045,Home Office,Office Supplies,Binders,35.784,7,-28.6272
1097,CA-2014-159338,6/25/2014,NS-18640,Corporate,Furniture,Tables,447.84,5,11.196
1098,CA-2016-107216,6/14/2016,PV-18985,Home Office,Office Supplies,Art,7.04,4,2.0416
1099,CA-2016-107216,6/14/2016,PV-18985,Home Office,Furniture,Furnishings,8.73,3,4.1031
1100,CA-2016-107216,6/14/2016,PV-18985,Home Office,Technology,Accessories,29.29,1,9.6657
1101,CA-2016-107216,6/14/2016,PV-18985,Home Office,Office Supplies,Art,8.64,3,2.5056
1102,US-2017-145863,4/21/2017,RP-19390,Consumer,Office Supplies,Binders,2.694,3,-4.7145
1103,US-2017-145863,4/21/2017,RP-19390,Consumer,Office Supplies,Binders,2.9339999999999997,3,-4.9878
1104,CA-2016-112340,10/21/2016,NM-18520,Consumer,Office Supplies,Paper,22.92,3,11.2308
1105,US-2016-110156,11/19/2016,EH-13945,Consumer,Office Supplies,Storage,100.704,6,-16.3644
1106,US-2016-110156,11/19/2016,EH-13945,Consumer,Furniture,Furnishings,2.3280000000000003,2,-0.7566
1107,US-2016-110156,11/19/2016,EH-13945,Consumer,Office Supplies,Binders,10.78,5,-17.248
1108,US-2016-110156,11/19/2016,EH-13945,Consumer,Office Supplies,Fasteners,58.368,12,21.888
1109,US-2016-110156,11/19/2016,EH-13945,Consumer,Office Supplies,Envelopes,40.968,3,13.8267
1110,US-2016-110156,11/19/2016,EH-13945,Consumer,Technology,Phones,71.96,5,25.186
1111,US-2016-110156,11/19/2016,EH-13945,Consumer,Office Supplies,Paper,10.368,2,3.6288
1112,US-2016-110156,11/19/2016,EH-13945,Consumer,Office Supplies,Binders,1.192,2,-2.0264
