ID,ProvinsiID,NamaProvinsi,Wilayah,JenisPerlakuan,JenisPerairan,Tahun,Volume
1064,19,Kepulauan Bangka Belitung,Sumatera,pengeringan/penggaraman,Laut,2011,13333
1065,17,Bengkulu,Sumatera,pengeringan/penggaraman,Laut,2011,2179
1066,18,Lampung,Sumatera,pengeringan/penggaraman,Laut,2011,38017
1067,36,Banten,Jawa,pengeringan/penggaraman,Laut,2011,13872
1068,31,DKI Jakarta,Jawa,pengeringan/penggaraman,Laut,2011,21004
1069,32,Jawa Barat,Jawa,pengeringan/penggaraman,Laut,2011,47989
1070,33,Jawa Tengah,Jawa,pengeringan/penggaraman,Laut,2011,59188
1071,34,DI Yogyakarta,Jawa,pengeringan/penggaraman,Laut,2011,0
1072,35,Jawa Timur,Jawa,pengeringan/penggaraman,Laut,2011,37259
1073,51,Bali,Bali - Nusa Tenggara,pengeringan/penggaraman,Laut,2011,453
1074,52,Nusa Tenggara Barat,Bali - Nusa Tenggara,pengeringan/penggaraman,Laut,2011,11222
1075,53,Nusa Tenggara Timur,Bali - Nusa Tenggara,pengeringan/penggaraman,Laut,2011,33572
1076,61,Kalimantan Barat,Kalimantan,pengeringan/penggaraman,Laut,2011,21259
1077,62,Kalimantan Tengah,Kalimantan,pengeringan/penggaraman,Laut,2011,8280
1078,63,Kalimantan Selatan,Kalimantan,pengeringan/penggaraman,Laut,2011,17847
1079,64,Kalimantan Timur,Kalimantan,pengeringan/penggaraman,Laut,2011,29711
1080,71,Sulawesi Utara,Sulawesi,pengeringan/penggaraman,Laut,2011,2309
1081,75,Gorontalo,Sulawesi,pengeringan/penggaraman,Laut,2011,689
1082,72,Sulawesi Tengah,Sulawesi,pengeringan/penggaraman,Laut,2011,19606
1083,73,Sulawesi Selatan,Sulawesi,pengeringan/penggaraman,Laut,2011,20841
1084,76,Sulawesi Barat,Sulawesi,pengeringan/penggaraman,Laut,2011,13830
1085,74,Sulawesi Tenggara,Sulawesi,pengeringan/penggaraman,Laut,2011,28274
1086,81,Maluku,Maluku - Papua,pengeringan/penggaraman,Laut,2011,69630
1087,82,Maluku Utara,Maluku - Papua,pengeringan/penggaraman,Laut,2011,24162
1088,91,Papua Barat,Maluku - Papua,pengeringan/penggaraman,Laut,2011,687
1089,94,Papua,Maluku - Papua,pengeringan/penggaraman,Laut,2011,2640
1090,11,Aceh,Sumatera,pemindangan,Laut,2001,0
1091,12,Sumatera Utara,Sumatera,pemindangan,Laut,2001,16707
1092,13,Sumatera Barat,Sumatera,pemindangan,Laut,2001,549
1093,14,Riau,Sumatera,pemindangan,Laut,2001,0
1094,21,Kepulauan Riau,Sumatera,pemindangan,Laut,2001,0
1095,15,Jambi,Sumatera,pemindangan,Laut,2001,6
1096,16,Sumatera Selatan,Sumatera,pemindangan,Laut,2001,0
1097,19,Kepulauan Bangka Belitung,Sumatera,pemindangan,Laut,2001,0
1098,17,Bengkulu,Sumatera,pemindangan,Laut,2001,14
1099,18,Lampung,Sumatera,pemindangan,Laut,2001,111
1100,36,Banten,Jawa,pemindangan,Laut,2001,0
1101,31,DKI Jakarta,Jawa,pemindangan,Laut,2001,0
1102,32,Jawa Barat,Jawa,pemindangan,Laut,2001,15563
1103,33,Jawa Tengah,Jawa,pemindangan,Laut,2001,40253
1104,34,DI Yogyakarta,Jawa,pemindangan,Laut,2001,0
1105,35,Jawa Timur,Jawa,pemindangan,Laut,2001,61010
1106,51,Bali,Bali - Nusa Tenggara,pemindangan,Laut,2001,9636
1107,52,Nusa Tenggara Barat,Bali - Nusa Tenggara,pemindangan,Laut,2001,13814
1108,53,Nusa Tenggara Timur,Bali - Nusa Tenggara,pemindangan,Laut,2001,0
1109,61,Kalimantan Barat,Kalimantan,pemindangan,Laut,2001,0
1110,62,Kalimantan Tengah,Kalimantan,pemindangan,Laut,2001,257
1111,63,Kalimantan Selatan,Kalimantan,pemindangan,Laut,2001,0
1112,64,Kalimantan Timur,Kalimantan,pemindangan,Laut,2001,0
1113,71,Sulawesi Utara,Sulawesi,pemindangan,Laut,2001,0
1114,75,Gorontalo,Sulawesi,pemindangan,Laut,2001,0
1115,72,Sulawesi Tengah,Sulawesi,pemindangan,Laut,2001,0
1116,73,Sulawesi Selatan,Sulawesi,pemindangan,Laut,2001,3230
1117,76,Sulawesi Barat,Sulawesi,pemindangan,Laut,2001,0
1118,74,Sulawesi Tenggara,Sulawesi,pemindangan,Laut,2001,6645
1119,81,Maluku,Maluku - Papua,pemindangan,Laut,2001,0
1120,82,Maluku Utara,Maluku - Papua,pemindangan,Laut,2001,3
1121,91,Papua Barat,Maluku - Papua,pemindangan,Laut,2001,0
1122,94,Papua,Maluku - Papua,pemindangan,Laut,2001,0
1123,11,Aceh,Sumatera,pemindangan,Laut,2002,211
1124,12,Sumatera Utara,Sumatera,pemindangan,Laut,2002,12464
1125,13,Sumatera Barat,Sumatera,pemindangan,Laut,2002,75
1126,14,Riau,Sumatera,pemindangan,Laut,2002,0
1127,21,Kepulauan Riau,Sumatera,pemindangan,Laut,2002,0
1128,15,Jambi,Sumatera,pemindangan,Laut,2002,2
1129,16,Sumatera Selatan,Sumatera,pemindangan,Laut,2002,0
1130,19,Kepulauan Bangka Belitung,Sumatera,pemindangan,Laut,2002,0
1131,17,Bengkulu,Sumatera,pemindangan,Laut,2002,0
1132,18,Lampung,Sumatera,pemindangan,Laut,2002,460
1133,36,Banten,Jawa,pemindangan,Laut,2002,1997
1134,31,DKI Jakarta,Jawa,pemindangan,Laut,2002,0
1135,32,Jawa Barat,Jawa,pemindangan,Laut,2002,23358
1136,33,Jawa Tengah,Jawa,pemindangan,Laut,2002,41884
1137,34,DI Yogyakarta,Jawa,pemindangan,Laut,2002,0
1138,35,Jawa Timur,Jawa,pemindangan,Laut,2002,53257
1139,51,Bali,Bali - Nusa Tenggara,pemindangan,Laut,2002,8992
1140,52,Nusa Tenggara Barat,Bali - Nusa Tenggara,pemindangan,Laut,2002,11459
1141,53,Nusa Tenggara Timur,Bali - Nusa Tenggara,pemindangan,Laut,2002,0
1142,61,Kalimantan Barat,Kalimantan,pemindangan,Laut,2002,0
1143,62,Kalimantan Tengah,Kalimantan,pemindangan,Laut,2002,266
1144,63,Kalimantan Selatan,Kalimantan,pemindangan,Laut,2002,0
1145,64,Kalimantan Timur,Kalimantan,pemindangan,Laut,2002,0
1146,71,Sulawesi Utara,Sulawesi,pemindangan,Laut,2002,0
1147,75,Gorontalo,Sulawesi,pemindangan,Laut,2002,0
1148,72,Sulawesi Tengah,Sulawesi,pemindangan,Laut,2002,0
1149,73,Sulawesi Selatan,Sulawesi,pemindangan,Laut,2002,9102
1150,76,Sulawesi Barat,Sulawesi,pemindangan,Laut,2002,0
1151,74,Sulawesi Tenggara,Sulawesi,pemindangan,Laut,2002,1279
1152,81,Maluku,Maluku - Papua,pemindangan,Laut,2002,0
1153,82,Maluku Utara,Maluku - Papua,pemindangan,Laut,2002,9
1154,91,Papua Barat,Maluku - Papua,pemindangan,Laut,2002,0
1155,94,Papua,Maluku - Papua,pemindangan,Laut,2002,0
1156,11,Aceh,Sumatera,pemindangan,Laut,2003,1361
1157,12,Sumatera Utara,Sumatera,pemindangan,Laut,2003,10799
1158,13,Sumatera Barat,Sumatera,pemindangan,Laut,2003,724
1159,14,Riau,Sumatera,pemindangan,Laut,2003,134
1160,21,Kepulauan Riau,Sumatera,pemindangan,Laut,2003,0
1161,15,Jambi,Sumatera,pemindangan,Laut,2003,188
1162,16,Sumatera Selatan,Sumatera,pemindangan,Laut,2003,0
1163,19,Kepulauan Bangka Belitung,Sumatera,pemindangan,Laut,2003,0
1164,17,Bengkulu,Sumatera,pemindangan,Laut,2003,0
1165,18,Lampung,Sumatera,pemindangan,Laut,2003,472
1166,36,Banten,Jawa,pemindangan,Laut,2003,1754
1167,31,DKI Jakarta,Jawa,pemindangan,Laut,2003,0
1168,32,Jawa Barat,Jawa,pemindangan,Laut,2003,19860
1169,33,Jawa Tengah,Jawa,pemindangan,Laut,2003,41705
1170,34,DI Yogyakarta,Jawa,pemindangan,Laut,2003,0
1171,35,Jawa Timur,Jawa,pemindangan,Laut,2003,49274
1172,51,Bali,Bali - Nusa Tenggara,pemindangan,Laut,2003,14416
1173,52,Nusa Tenggara Barat,Bali - Nusa Tenggara,pemindangan,Laut,2003,11715
1174,53,Nusa Tenggara Timur,Bali - Nusa Tenggara,pemindangan,Laut,2003,0
1175,61,Kalimantan Barat,Kalimantan,pemindangan,Laut,2003,0
1176,62,Kalimantan Tengah,Kalimantan,pemindangan,Laut,2003,0
1177,63,Kalimantan Selatan,Kalimantan,pemindangan,Laut,2003,0
1178,64,Kalimantan Timur,Kalimantan,pemindangan,Laut,2003,103
1179,71,Sulawesi Utara,Sulawesi,pemindangan,Laut,2003,0
1180,75,Gorontalo,Sulawesi,pemindangan,Laut,2003,0
1181,72,Sulawesi Tengah,Sulawesi,pemindangan,Laut,2003,0
1182,73,Sulawesi Selatan,Sulawesi,pemindangan,Laut,2003,8917
1183,76,Sulawesi Barat,Sulawesi,pemindangan,Laut,2003,0
1184,74,Sulawesi Tenggara,Sulawesi,pemindangan,Laut,2003,1515
1185,81,Maluku,Maluku - Papua,pemindangan,Laut,2003,0
1186,82,Maluku Utara,Maluku - Papua,pemindangan,Laut,2003,256
1187,91,Papua Barat,Maluku - Papua,pemindangan,Laut,2003,0
1188,94,Papua,Maluku - Papua,pemindangan,Laut,2003,0
1189,11,Aceh,Sumatera,pemindangan,Laut,2004,597
1190,12,Sumatera Utara,Sumatera,pemindangan,Laut,2004,10621
1191,13,Sumatera Barat,Sumatera,pemindangan,Laut,2004,772
1192,14,Riau,Sumatera,pemindangan,Laut,2004,39
1193,21,Kepulauan Riau,Sumatera,pemindangan,Laut,2004,0
1194,15,Jambi,Sumatera,pemindangan,Laut,2004,38
1195,16,Sumatera Selatan,Sumatera,pemindangan,Laut,2004,0
1196,19,Kepulauan Bangka Belitung,Sumatera,pemindangan,Laut,2004,0
1197,17,Bengkulu,Sumatera,pemindangan,Laut,2004,0
1198,18,Lampung,Sumatera,pemindangan,Laut,2004,480
1199,36,Banten,Jawa,pemindangan,Laut,2004,108
1200,31,DKI Jakarta,Jawa,pemindangan,Laut,2004,0
1201,32,Jawa Barat,Jawa,pemindangan,Laut,2004,17019
1202,33,Jawa Tengah,Jawa,pemindangan,Laut,2004,45448
1203,34,DI Yogyakarta,Jawa,pemindangan,Laut,2004,0
1204,35,Jawa Timur,Jawa,pemindangan,Laut,2004,48989
1205,51,Bali,Bali - Nusa Tenggara,pemindangan,Laut,2004,14141
1206,52,Nusa Tenggara Barat,Bali - Nusa Tenggara,pemindangan,Laut,2004,9495
1207,53,Nusa Tenggara Timur,Bali - Nusa Tenggara,pemindangan,Laut,2004,0
1208,61,Kalimantan Barat,Kalimantan,pemindangan,Laut,2004,0
1209,62,Kalimantan Tengah,Kalimantan,pemindangan,Laut,2004,42
1210,63,Kalimantan Selatan,Kalimantan,pemindangan,Laut,2004,32
1211,64,Kalimantan Timur,Kalimantan,pemindangan,Laut,2004,46
1212,71,Sulawesi Utara,Sulawesi,pemindangan,Laut,2004,0
1213,75,Gorontalo,Sulawesi,pemindangan,Laut,2004,0
1214,72,Sulawesi Tengah,Sulawesi,pemindangan,Laut,2004,0
1215,73,Sulawesi Selatan,Sulawesi,pemindangan,Laut,2004,6715
1216,76,Sulawesi Barat,Sulawesi,pemindangan,Laut,2004,0
1217,74,Sulawesi Tenggara,Sulawesi,pemindangan,Laut,2004,3086
1218,81,Maluku,Maluku - Papua,pemindangan,Laut,2004,0
1219,82,Maluku Utara,Maluku - Papua,pemindangan,Laut,2004,62
1220,91,Papua Barat,Maluku - Papua,pemindangan,Laut,2004,0
1221,94,Papua,Maluku - Papua,pemindangan,Laut,2004,0
1222,11,Aceh,Sumatera,pemindangan,Laut,2005,0
1223,12,Sumatera Utara,Sumatera,pemindangan,Laut,2005,10824
1224,13,Sumatera Barat,Sumatera,pemindangan,Laut,2005,896
1225,14,Riau,Sumatera,pemindangan,Laut,2005,0
1226,21,Kepulauan Riau,Sumatera,pemindangan,Laut,2005,39
1227,15,Jambi,Sumatera,pemindangan,Laut,2005,4
1228,16,Sumatera Selatan,Sumatera,pemindangan,Laut,2005,0
1229,19,Kepulauan Bangka Belitung,Sumatera,pemindangan,Laut,2005,0
1230,17,Bengkulu,Sumatera,pemindangan,Laut,2005,0
1231,18,Lampung,Sumatera,pemindangan,Laut,2005,827
1232,36,Banten,Jawa,pemindangan,Laut,2005,1146
1233,31,DKI Jakarta,Jawa,pemindangan,Laut,2005,0
1234,32,Jawa Barat,Jawa,pemindangan,Laut,2005,16455
1235,33,Jawa Tengah,Jawa,pemindangan,Laut,2005,29023
1236,34,DI Yogyakarta,Jawa,pemindangan,Laut,2005,0
1237,35,Jawa Timur,Jawa,pemindangan,Laut,2005,33089
1238,51,Bali,Bali - Nusa Tenggara,pemindangan,Laut,2005,16526
1239,52,Nusa Tenggara Barat,Bali - Nusa Tenggara,pemindangan,Laut,2005,4417
1240,53,Nusa Tenggara Timur,Bali - Nusa Tenggara,pemindangan,Laut,2005,0
1241,61,Kalimantan Barat,Kalimantan,pemindangan,Laut,2005,0
1242,62,Kalimantan Tengah,Kalimantan,pemindangan,Laut,2005,648
1243,63,Kalimantan Selatan,Kalimantan,pemindangan,Laut,2005,0
1244,64,Kalimantan Timur,Kalimantan,pemindangan,Laut,2005,0
1245,71,Sulawesi Utara,Sulawesi,pemindangan,Laut,2005,0
1246,75,Gorontalo,Sulawesi,pemindangan,Laut,2005,0
1247,72,Sulawesi Tengah,Sulawesi,pemindangan,Laut,2005,0
1248,73,Sulawesi Selatan,Sulawesi,pemindangan,Laut,2005,7080
1249,76,Sulawesi Barat,Sulawesi,pemindangan,Laut,2005,0
1250,74,Sulawesi Tenggara,Sulawesi,pemindangan,Laut,2005,3086
1251,81,Maluku,Maluku - Papua,pemindangan,Laut,2005,0
1252,82,Maluku Utara,Maluku - Papua,pemindangan,Laut,2005,403
1253,91,Papua Barat,Maluku - Papua,pemindangan,Laut,2005,0
1254,94,Papua,Maluku - Papua,pemindangan,Laut,2005,0
1255,11,Aceh,Sumatera,pemindangan,Laut,2006,0
1256,12,Sumatera Utara,Sumatera,pemindangan,Laut,2006,11344
1257,13,Sumatera Barat,Sumatera,pemindangan,Laut,2006,689
1258,14,Riau,Sumatera,pemindangan,Laut,2006,0
1259,21,Kepulauan Riau,Sumatera,pemindangan,Laut,2006,0
1260,15,Jambi,Sumatera,pemindangan,Laut,2006,3
1261,16,Sumatera Selatan,Sumatera,pemindangan,Laut,2006,0
1262,19,Kepulauan Bangka Belitung,Sumatera,pemindangan,Laut,2006,0
1263,17,Bengkulu,Sumatera,pemindangan,Laut,2006,1024
1264,18,Lampung,Sumatera,pemindangan,Laut,2006,453
1265,36,Banten,Jawa,pemindangan,Laut,2006,1193
1266,31,DKI Jakarta,Jawa,pemindangan,Laut,2006,0
1267,32,Jawa Barat,Jawa,pemindangan,Laut,2006,17281
1268,33,Jawa Tengah,Jawa,pemindangan,Laut,2006,29023
1269,34,DI Yogyakarta,Jawa,pemindangan,Laut,2006,0
1270,35,Jawa Timur,Jawa,pemindangan,Laut,2006,55757
1271,51,Bali,Bali - Nusa Tenggara,pemindangan,Laut,2006,13360
1272,52,Nusa Tenggara Barat,Bali - Nusa Tenggara,pemindangan,Laut,2006,11919
1273,53,Nusa Tenggara Timur,Bali - Nusa Tenggara,pemindangan,Laut,2006,0
1274,61,Kalimantan Barat,Kalimantan,pemindangan,Laut,2006,0
1275,62,Kalimantan Tengah,Kalimantan,pemindangan,Laut,2006,484
1276,63,Kalimantan Selatan,Kalimantan,pemindangan,Laut,2006,0
1277,64,Kalimantan Timur,Kalimantan,pemindangan,Laut,2006,0
1278,71,Sulawesi Utara,Sulawesi,pemindangan,Laut,2006,0
1279,75,Gorontalo,Sulawesi,pemindangan,Laut,2006,0
1280,72,Sulawesi Tengah,Sulawesi,pemindangan,Laut,2006,0
1281,73,Sulawesi Selatan,Sulawesi,pemindangan,Laut,2006,7219
1282,76,Sulawesi Barat,Sulawesi,pemindangan,Laut,2006,0
1283,74,Sulawesi Tenggara,Sulawesi,pemindangan,Laut,2006,2105
1284,81,Maluku,Maluku - Papua,pemindangan,Laut,2006,0
1285,82,Maluku Utara,Maluku - Papua,pemindangan,Laut,2006,561
1286,91,Papua Barat,Maluku - Papua,pemindangan,Laut,2006,0
1287,94,Papua,Maluku - Papua,pemindangan,Laut,2006,0
1288,11,Aceh,Sumatera,pemindangan,Laut,2007,0
1289,12,Sumatera Utara,Sumatera,pemindangan,Laut,2007,16009
1290,13,Sumatera Barat,Sumatera,pemindangan,Laut,2007,1799
1291,14,Riau,Sumatera,pemindangan,Laut,2007,0
1292,21,Kepulauan Riau,Sumatera,pemindangan,Laut,2007,0
1293,15,Jambi,Sumatera,pemindangan,Laut,2007,0
1294,16,Sumatera Selatan,Sumatera,pemindangan,Laut,2007,0
1295,19,Kepulauan Bangka Belitung,Sumatera,pemindangan,Laut,2007,0
1296,17,Bengkulu,Sumatera,pemindangan,Laut,2007,0
1297,18,Lampung,Sumatera,pemindangan,Laut,2007,447
1298,36,Banten,Jawa,pemindangan,Laut,2007,1192
1299,31,DKI Jakarta,Jawa,pemindangan,Laut,2007,0
1300,32,Jawa Barat,Jawa,pemindangan,Laut,2007,18727
1301,33,Jawa Tengah,Jawa,pemindangan,Laut,2007,21380
1302,34,DI Yogyakarta,Jawa,pemindangan,Laut,2007,0
1303,35,Jawa Timur,Jawa,pemindangan,Laut,2007,50864
1304,51,Bali,Bali - Nusa Tenggara,pemindangan,Laut,2007,18469
1305,52,Nusa Tenggara Barat,Bali - Nusa Tenggara,pemindangan,Laut,2007,12015
1306,53,Nusa Tenggara Timur,Bali - Nusa Tenggara,pemindangan,Laut,2007,0
1307,61,Kalimantan Barat,Kalimantan,pemindangan,Laut,2007,0
1308,62,Kalimantan Tengah,Kalimantan,pemindangan,Laut,2007,0
1309,63,Kalimantan Selatan,Kalimantan,pemindangan,Laut,2007,0
1310,64,Kalimantan Timur,Kalimantan,pemindangan,Laut,2007,0
1311,71,Sulawesi Utara,Sulawesi,pemindangan,Laut,2007,0
1312,75,Gorontalo,Sulawesi,pemindangan,Laut,2007,0
1313,72,Sulawesi Tengah,Sulawesi,pemindangan,Laut,2007,0
1314,73,Sulawesi Selatan,Sulawesi,pemindangan,Laut,2007,6972
1315,76,Sulawesi Barat,Sulawesi,pemindangan,Laut,2007,0
1316,74,Sulawesi Tenggara,Sulawesi,pemindangan,Laut,2007,586
1317,81,Maluku,Maluku - Papua,pemindangan,Laut,2007,0
1318,82,Maluku Utara,Maluku - Papua,pemindangan,Laut,2007,16074
1319,91,Papua Barat,Maluku - Papua,pemindangan,Laut,2007,0
1320,94,Papua,Maluku - Papua,pemindangan,Laut,2007,0
1321,11,Aceh,Sumatera,pemindangan,Laut,2008,0
1322,12,Sumatera Utara,Sumatera,pemindangan,Laut,2008,22546
1323,13,Sumatera Barat,Sumatera,pemindangan,Laut,2008,2397
1324,14,Riau,Sumatera,pemindangan,Laut,2008,0
1325,21,Kepulauan Riau,Sumatera,pemindangan,Laut,2008,0
1326,15,Jambi,Sumatera,pemindangan,Laut,2008,0
1327,16,Sumatera Selatan,Sumatera,pemindangan,Laut,2008,0
1328,19,Kepulauan Bangka Belitung,Sumatera,pemindangan,Laut,2008,0
1329,17,Bengkulu,Sumatera,pemindangan,Laut,2008,0
1330,18,Lampung,Sumatera,pemindangan,Laut,2008,462
1331,36,Banten,Jawa,pemindangan,Laut,2008,1402
1332,31,DKI Jakarta,Jawa,pemindangan,Laut,2008,0
1333,32,Jawa Barat,Jawa,pemindangan,Laut,2008,22016
1334,33,Jawa Tengah,Jawa,pemindangan,Laut,2008,64916
1335,34,DI Yogyakarta,Jawa,pemindangan,Laut,2008,0
1336,35,Jawa Timur,Jawa,pemindangan,Laut,2008,43654
1337,51,Bali,Bali - Nusa Tenggara,pemindangan,Laut,2008,16607
1338,52,Nusa Tenggara Barat,Bali - Nusa Tenggara,pemindangan,Laut,2008,9458
1339,53,Nusa Tenggara Timur,Bali - Nusa Tenggara,pemindangan,Laut,2008,0
1340,61,Kalimantan Barat,Kalimantan,pemindangan,Laut,2008,0
1341,62,Kalimantan Tengah,Kalimantan,pemindangan,Laut,2008,0
1342,63,Kalimantan Selatan,Kalimantan,pemindangan,Laut,2008,0
1343,64,Kalimantan Timur,Kalimantan,pemindangan,Laut,2008,0
1344,71,Sulawesi Utara,Sulawesi,pemindangan,Laut,2008,0
1345,75,Gorontalo,Sulawesi,pemindangan,Laut,2008,0
1346,72,Sulawesi Tengah,Sulawesi,pemindangan,Laut,2008,0
1347,73,Sulawesi Selatan,Sulawesi,pemindangan,Laut,2008,569
1348,76,Sulawesi Barat,Sulawesi,pemindangan,Laut,2008,0
1349,74,Sulawesi Tenggara,Sulawesi,pemindangan,Laut,2008,471
1350,81,Maluku,Maluku - Papua,pemindangan,Laut,2008,0
1351,82,Maluku Utara,Maluku - Papua,pemindangan,Laut,2008,225
1352,91,Papua Barat,Maluku - Papua,pemindangan,Laut,2008,0
1353,94,Papua,Maluku - Papua,pemindangan,Laut,2008,0
1354,11,Aceh,Sumatera,pemindangan,Laut,2009,0
1355,12,Sumatera Utara,Sumatera,pemindangan,Laut,2009,16300
1356,13,Sumatera Barat,Sumatera,pemindangan,Laut,2009,368
1357,14,Riau,Sumatera,pemindangan,Laut,2009,0
1358,21,Kepulauan Riau,Sumatera,pemindangan,Laut,2009,0
1359,15,Jambi,Sumatera,pemindangan,Laut,2009,0
1360,16,Sumatera Selatan,Sumatera,pemindangan,Laut,2009,0
1361,19,Kepulauan Bangka Belitung,Sumatera,pemindangan,Laut,2009,0
1362,17,Bengkulu,Sumatera,pemindangan,Laut,2009,0
1363,18,Lampung,Sumatera,pemindangan,Laut,2009,1927
1364,36,Banten,Jawa,pemindangan,Laut,2009,1133
1365,31,DKI Jakarta,Jawa,pemindangan,Laut,2009,0
1366,32,Jawa Barat,Jawa,pemindangan,Laut,2009,1698
1367,33,Jawa Tengah,Jawa,pemindangan,Laut,2009,50557
1368,34,DI Yogyakarta,Jawa,pemindangan,Laut,2009,0
1369,35,Jawa Timur,Jawa,pemindangan,Laut,2009,43111
1370,51,Bali,Bali - Nusa Tenggara,pemindangan,Laut,2009,17590
1371,52,Nusa Tenggara Barat,Bali - Nusa Tenggara,pemindangan,Laut,2009,9229
1372,53,Nusa Tenggara Timur,Bali - Nusa Tenggara,pemindangan,Laut,2009,0
1373,61,Kalimantan Barat,Kalimantan,pemindangan,Laut,2009,0
1374,62,Kalimantan Tengah,Kalimantan,pemindangan,Laut,2009,0
1375,63,Kalimantan Selatan,Kalimantan,pemindangan,Laut,2009,0
1376,64,Kalimantan Timur,Kalimantan,pemindangan,Laut,2009,0
1377,71,Sulawesi Utara,Sulawesi,pemindangan,Laut,2009,0
1378,75,Gorontalo,Sulawesi,pemindangan,Laut,2009,0
1379,72,Sulawesi Tengah,Sulawesi,pemindangan,Laut,2009,0
1380,73,Sulawesi Selatan,Sulawesi,pemindangan,Laut,2009,315
1381,76,Sulawesi Barat,Sulawesi,pemindangan,Laut,2009,0
1382,74,Sulawesi Tenggara,Sulawesi,pemindangan,Laut,2009,537
1383,81,Maluku,Maluku - Papua,pemindangan,Laut,2009,73
1384,82,Maluku Utara,Maluku - Papua,pemindangan,Laut,2009,0
1385,91,Papua Barat,Maluku - Papua,pemindangan,Laut,2009,0
1386,94,Papua,Maluku - Papua,pemindangan,Laut,2009,0
1387,11,Aceh,Sumatera,pemindangan,Laut,2010,0
1388,12,Sumatera Utara,Sumatera,pemindangan,Laut,2010,12714
1389,13,Sumatera Barat,Sumatera,pemindangan,Laut,2010,368
1390,14,Riau,Sumatera,pemindangan,Laut,2010,0
1391,21,Kepulauan Riau,Sumatera,pemindangan,Laut,2010,0
1392,15,Jambi,Sumatera,pemindangan,Laut,2010,0
1393,16,Sumatera Selatan,Sumatera,pemindangan,Laut,2010,0
1394,19,Kepulauan Bangka Belitung,Sumatera,pemindangan,Laut,2010,0
1395,17,Bengkulu,Sumatera,pemindangan,Laut,2010,0
1396,18,Lampung,Sumatera,pemindangan,Laut,2010,2074
1397,36,Banten,Jawa,pemindangan,Laut,2010,1277
1398,31,DKI Jakarta,Jawa,pemindangan,Laut,2010,0
1399,32,Jawa Barat,Jawa,pemindangan,Laut,2010,4417
1400,33,Jawa Tengah,Jawa,pemindangan,Laut,2010,49781
1401,34,DI Yogyakarta,Jawa,pemindangan,Laut,2010,0
1402,35,Jawa Timur,Jawa,pemindangan,Laut,2010,37195
1403,51,Bali,Bali - Nusa Tenggara,pemindangan,Laut,2010,19281
1404,52,Nusa Tenggara Barat,Bali - Nusa Tenggara,pemindangan,Laut,2010,8187
1405,53,Nusa Tenggara Timur,Bali - Nusa Tenggara,pemindangan,Laut,2010,0
1406,61,Kalimantan Barat,Kalimantan,pemindangan,Laut,2010,0
1407,62,Kalimantan Tengah,Kalimantan,pemindangan,Laut,2010,0
1408,63,Kalimantan Selatan,Kalimantan,pemindangan,Laut,2010,0
1409,64,Kalimantan Timur,Kalimantan,pemindangan,Laut,2010,0
1410,71,Sulawesi Utara,Sulawesi,pemindangan,Laut,2010,0
1411,75,Gorontalo,Sulawesi,pemindangan,Laut,2010,0
1412,72,Sulawesi Tengah,Sulawesi,pemindangan,Laut,2010,0
1413,73,Sulawesi Selatan,Sulawesi,pemindangan,Laut,2010,429
1414,76,Sulawesi Barat,Sulawesi,pemindangan,Laut,2010,0
1415,74,Sulawesi Tenggara,Sulawesi,pemindangan,Laut,2010,540
1416,81,Maluku,Maluku - Papua,pemindangan,Laut,2010,0
1417,82,Maluku Utara,Maluku - Papua,pemindangan,Laut,2010,0
1418,91,Papua Barat,Maluku - Papua,pemindangan,Laut,2010,0
1419,94,Papua,Maluku - Papua,pemindangan,Laut,2010,0
1420,11,Aceh,Sumatera,pemindangan,Laut,2011,0
1421,12,Sumatera Utara,Sumatera,pemindangan,Laut,2011,12800
1422,13,Sumatera Barat,Sumatera,pemindangan,Laut,2011,0
1423,14,Riau,Sumatera,pemindangan,Laut,2011,0
1424,21,Kepulauan Riau,Sumatera,pemindangan,Laut,2011,0
1425,15,Jambi,Sumatera,pemindangan,Laut,2011,0
1426,16,Sumatera Selatan,Sumatera,pemindangan,Laut,2011,0
1427,19,Kepulauan Bangka Belitung,Sumatera,pemindangan,Laut,2011,0
1428,17,Bengkulu,Sumatera,pemindangan,Laut,2011,0
1429,18,Lampung,Sumatera,pemindangan,Laut,2011,2271
1430,36,Banten,Jawa,pemindangan,Laut,2011,1459
1431,31,DKI Jakarta,Jawa,pemindangan,Laut,2011,0
1432,32,Jawa Barat,Jawa,pemindangan,Laut,2011,27888
1433,33,Jawa Tengah,Jawa,pemindangan,Laut,2011,44713
1434,34,DI Yogyakarta,Jawa,pemindangan,Laut,2011,0
1435,35,Jawa Timur,Jawa,pemindangan,Laut,2011,36496
1436,51,Bali,Bali - Nusa Tenggara,pemindangan,Laut,2011,17368
1437,52,Nusa Tenggara Barat,Bali - Nusa Tenggara,pemindangan,Laut,2011,7534
1438,53,Nusa Tenggara Timur,Bali - Nusa Tenggara,pemindangan,Laut,2011,0
1439,61,Kalimantan Barat,Kalimantan,pemindangan,Laut,2011,357
1440,62,Kalimantan Tengah,Kalimantan,pemindangan,Laut,2011,99
1441,63,Kalimantan Selatan,Kalimantan,pemindangan,Laut,2011,0
1442,64,Kalimantan Timur,Kalimantan,pemindangan,Laut,2011,0
1443,71,Sulawesi Utara,Sulawesi,pemindangan,Laut,2011,0
1444,75,Gorontalo,Sulawesi,pemindangan,Laut,2011,0
