ID,ProvinsiID,NamaProvinsi,Wilayah,JenisOlahan,JenisPerairan,Tahun,Volume,OlahanID
815,64,Kalimantan Timur,Kalimantan,ikan pindang,Laut,2003,61,2
816,71,Sulawesi Utara,Sulawesi,ikan pindang,Laut,2003,0,2
817,75,Gorontalo,Sulawesi,ikan pindang,Laut,2003,0,2
818,72,Sulawesi Tengah,Sulawesi,ikan pindang,Laut,2003,0,2
819,73,Sulawesi Selatan,Sulawesi,ikan pindang,Laut,2003,5499,2
820,76,Sulawesi Barat,Sulawesi,ikan pindang,Laut,2003,0,2
821,74,Sulawesi Tenggara,Sulawesi,ikan pindang,Laut,2003,1137,2
822,81,Maluku,Maluku - Papua,ikan pindang,Laut,2003,0,2
823,82,Maluku Utara,Maluku - Papua,ikan pindang,Laut,2003,192,2
824,91,Papua Barat,Maluku - Papua,ikan pindang,Laut,2003,0,2
825,94,Papua,Maluku - Papua,ikan pindang,Laut,2003,0,2
826,11,Aceh,Sumatera,ikan pindang,Laut,2004,556,2
827,12,Sumatera Utara,Sumatera,ikan pindang,Laut,2004,9028,2
828,13,Sumatera Barat,Sumatera,ikan pindang,Laut,2004,465,2
829,14,Riau,Sumatera,ikan pindang,Laut,2004,24,2
830,21,Kepulauan Riau,Sumatera,ikan pindang,Laut,2004,0,2
831,15,Jambi,Sumatera,ikan pindang,Laut,2004,17,2
832,16,Sumatera Selatan,Sumatera,ikan pindang,Laut,2004,0,2
833,19,Kepulauan Bangka Belitung,Sumatera,ikan pindang,Laut,2004,0,2
834,17,Bengkulu,Sumatera,ikan pindang,Laut,2004,0,2
835,18,Lampung,Sumatera,ikan pindang,Laut,2004,377,2
836,36,Banten,Jawa,ikan pindang,Laut,2004,105,2
837,31,DKI Jakarta,Jawa,ikan pindang,Laut,2004,0,2
838,32,Jawa Barat,Jawa,ikan pindang,Laut,2004,10559,2
839,33,Jawa Tengah,Jawa,ikan pindang,Laut,2004,34086,2
840,34,DI Yogyakarta,Jawa,ikan pindang,Laut,2004,0,2
841,35,Jawa Timur,Jawa,ikan pindang,Laut,2004,42101,2
842,51,Bali,Bali - Nusa Tenggara,ikan pindang,Laut,2004,11325,2
843,52,Nusa Tenggara Barat,Bali - Nusa Tenggara,ikan pindang,Laut,2004,6737,2
844,53,Nusa Tenggara Timur,Bali - Nusa Tenggara,ikan pindang,Laut,2004,0,2
845,61,Kalimantan Barat,Kalimantan,ikan pindang,Laut,2004,0,2
846,62,Kalimantan Tengah,Kalimantan,ikan pindang,Laut,2004,29,2
847,63,Kalimantan Selatan,Kalimantan,ikan pindang,Laut,2004,28,2
848,64,Kalimantan Timur,Kalimantan,ikan pindang,Laut,2004,20,2
849,71,Sulawesi Utara,Sulawesi,ikan pindang,Laut,2004,0,2
850,75,Gorontalo,Sulawesi,ikan pindang,Laut,2004,0,2
851,72,Sulawesi Tengah,Sulawesi,ikan pindang,Laut,2004,0,2
852,73,Sulawesi Selatan,Sulawesi,ikan pindang,Laut,2004,5597,2
853,76,Sulawesi Barat,Sulawesi,ikan pindang,Laut,2004,0,2
854,74,Sulawesi Tenggara,Sulawesi,ikan pindang,Laut,2004,2312,2
855,81,Maluku,Maluku - Papua,ikan pindang,Laut,2004,0,2
856,82,Maluku Utara,Maluku - Papua,ikan pindang,Laut,2004,37,2
857,91,Papua Barat,Maluku - Papua,ikan pindang,Laut,2004,0,2
858,94,Papua,Maluku - Papua,ikan pindang,Laut,2004,0,2
859,11,Aceh,Sumatera,ikan pindang,Laut,2005,0,2
860,12,Sumatera Utara,Sumatera,ikan pindang,Laut,2005,9201,2
861,13,Sumatera Barat,Sumatera,ikan pindang,Laut,2005,744,2
862,14,Riau,Sumatera,ikan pindang,Laut,2005,0,2
863,21,Kepulauan Riau,Sumatera,ikan pindang,Laut,2005,24,2
864,15,Jambi,Sumatera,ikan pindang,Laut,2005,2,2
865,16,Sumatera Selatan,Sumatera,ikan pindang,Laut,2005,0,2
866,19,Kepulauan Bangka Belitung,Sumatera,ikan pindang,Laut,2005,0,2
867,17,Bengkulu,Sumatera,ikan pindang,Laut,2005,0,2
868,18,Lampung,Sumatera,ikan pindang,Laut,2005,601,2
869,36,Banten,Jawa,ikan pindang,Laut,2005,643,2
870,31,DKI Jakarta,Jawa,ikan pindang,Laut,2005,0,2
871,32,Jawa Barat,Jawa,ikan pindang,Laut,2005,10039,2
872,33,Jawa Tengah,Jawa,ikan pindang,Laut,2005,21767,2
873,34,DI Yogyakarta,Jawa,ikan pindang,Laut,2005,0,2
874,35,Jawa Timur,Jawa,ikan pindang,Laut,2005,26327,2
875,51,Bali,Bali - Nusa Tenggara,ikan pindang,Laut,2005,12690,2
876,52,Nusa Tenggara Barat,Bali - Nusa Tenggara,ikan pindang,Laut,2005,3486,2
877,53,Nusa Tenggara Timur,Bali - Nusa Tenggara,ikan pindang,Laut,2005,0,2
878,61,Kalimantan Barat,Kalimantan,ikan pindang,Laut,2005,0,2
879,62,Kalimantan Tengah,Kalimantan,ikan pindang,Laut,2005,389,2
880,63,Kalimantan Selatan,Kalimantan,ikan pindang,Laut,2005,0,2
881,64,Kalimantan Timur,Kalimantan,ikan pindang,Laut,2005,0,2
882,71,Sulawesi Utara,Sulawesi,ikan pindang,Laut,2005,0,2
883,75,Gorontalo,Sulawesi,ikan pindang,Laut,2005,0,2
884,72,Sulawesi Tengah,Sulawesi,ikan pindang,Laut,2005,0,2
885,73,Sulawesi Selatan,Sulawesi,ikan pindang,Laut,2005,6931,2
886,76,Sulawesi Barat,Sulawesi,ikan pindang,Laut,2005,0,2
887,74,Sulawesi Tenggara,Sulawesi,ikan pindang,Laut,2005,2312,2
888,81,Maluku,Maluku - Papua,ikan pindang,Laut,2005,0,2
889,82,Maluku Utara,Maluku - Papua,ikan pindang,Laut,2005,365,2
890,91,Papua Barat,Maluku - Papua,ikan pindang,Laut,2005,0,2
891,94,Papua,Maluku - Papua,ikan pindang,Laut,2005,0,2
892,11,Aceh,Sumatera,ikan pindang,Laut,2006,0,2
893,12,Sumatera Utara,Sumatera,ikan pindang,Laut,2006,9642,2
894,13,Sumatera Barat,Sumatera,ikan pindang,Laut,2006,448,2
895,14,Riau,Sumatera,ikan pindang,Laut,2006,0,2
896,21,Kepulauan Riau,Sumatera,ikan pindang,Laut,2006,0,2
897,15,Jambi,Sumatera,ikan pindang,Laut,2006,1,2
898,16,Sumatera Selatan,Sumatera,ikan pindang,Laut,2006,0,2
899,19,Kepulauan Bangka Belitung,Sumatera,ikan pindang,Laut,2006,0,2
900,17,Bengkulu,Sumatera,ikan pindang,Laut,2006,717,2
901,18,Lampung,Sumatera,ikan pindang,Laut,2006,294,2
902,36,Banten,Jawa,ikan pindang,Laut,2006,701,2
903,31,DKI Jakarta,Jawa,ikan pindang,Laut,2006,0,2
904,32,Jawa Barat,Jawa,ikan pindang,Laut,2006,10498,2
905,33,Jawa Tengah,Jawa,ikan pindang,Laut,2006,21767,2
906,34,DI Yogyakarta,Jawa,ikan pindang,Laut,2006,0,2
907,35,Jawa Timur,Jawa,ikan pindang,Laut,2006,42667,2
908,51,Bali,Bali - Nusa Tenggara,ikan pindang,Laut,2006,10144,2
909,52,Nusa Tenggara Barat,Bali - Nusa Tenggara,ikan pindang,Laut,2006,9472,2
910,53,Nusa Tenggara Timur,Bali - Nusa Tenggara,ikan pindang,Laut,2006,0,2
911,61,Kalimantan Barat,Kalimantan,ikan pindang,Laut,2006,0,2
912,62,Kalimantan Tengah,Kalimantan,ikan pindang,Laut,2006,169,2
913,63,Kalimantan Selatan,Kalimantan,ikan pindang,Laut,2006,0,2
914,64,Kalimantan Timur,Kalimantan,ikan pindang,Laut,2006,0,2
915,71,Sulawesi Utara,Sulawesi,ikan pindang,Laut,2006,0,2
916,75,Gorontalo,Sulawesi,ikan pindang,Laut,2006,0,2
917,72,Sulawesi Tengah,Sulawesi,ikan pindang,Laut,2006,0,2
918,73,Sulawesi Selatan,Sulawesi,ikan pindang,Laut,2006,7573,2
919,76,Sulawesi Barat,Sulawesi,ikan pindang,Laut,2006,0,2
920,74,Sulawesi Tenggara,Sulawesi,ikan pindang,Laut,2006,1789,2
921,81,Maluku,Maluku - Papua,ikan pindang,Laut,2006,0,2
922,82,Maluku Utara,Maluku - Papua,ikan pindang,Laut,2006,399,2
923,91,Papua Barat,Maluku - Papua,ikan pindang,Laut,2006,0,2
924,94,Papua,Maluku - Papua,ikan pindang,Laut,2006,0,2
925,11,Aceh,Sumatera,ikan pindang,Laut,2007,0,2
926,12,Sumatera Utara,Sumatera,ikan pindang,Laut,2007,14617,2
927,13,Sumatera Barat,Sumatera,ikan pindang,Laut,2007,1617,2
928,14,Riau,Sumatera,ikan pindang,Laut,2007,0,2
929,21,Kepulauan Riau,Sumatera,ikan pindang,Laut,2007,0,2
930,15,Jambi,Sumatera,ikan pindang,Laut,2007,0,2
931,16,Sumatera Selatan,Sumatera,ikan pindang,Laut,2007,0,2
932,19,Kepulauan Bangka Belitung,Sumatera,ikan pindang,Laut,2007,0,2
933,17,Bengkulu,Sumatera,ikan pindang,Laut,2007,0,2
934,18,Lampung,Sumatera,ikan pindang,Laut,2007,268,2
935,36,Banten,Jawa,ikan pindang,Laut,2007,690,2
936,31,DKI Jakarta,Jawa,ikan pindang,Laut,2007,0,2
937,32,Jawa Barat,Jawa,ikan pindang,Laut,2007,14222,2
938,33,Jawa Tengah,Jawa,ikan pindang,Laut,2007,16498,2
939,34,DI Yogyakarta,Jawa,ikan pindang,Laut,2007,0,2
940,35,Jawa Timur,Jawa,ikan pindang,Laut,2007,37893,2
941,51,Bali,Bali - Nusa Tenggara,ikan pindang,Laut,2007,14776,2
942,52,Nusa Tenggara Barat,Bali - Nusa Tenggara,ikan pindang,Laut,2007,12509,2
943,53,Nusa Tenggara Timur,Bali - Nusa Tenggara,ikan pindang,Laut,2007,0,2
944,61,Kalimantan Barat,Kalimantan,ikan pindang,Laut,2007,0,2
945,62,Kalimantan Tengah,Kalimantan,ikan pindang,Laut,2007,0,2
946,63,Kalimantan Selatan,Kalimantan,ikan pindang,Laut,2007,0,2
947,64,Kalimantan Timur,Kalimantan,ikan pindang,Laut,2007,0,2
948,71,Sulawesi Utara,Sulawesi,ikan pindang,Laut,2007,0,2
949,75,Gorontalo,Sulawesi,ikan pindang,Laut,2007,0,2
950,72,Sulawesi Tengah,Sulawesi,ikan pindang,Laut,2007,0,2
951,73,Sulawesi Selatan,Sulawesi,ikan pindang,Laut,2007,4881,2
952,76,Sulawesi Barat,Sulawesi,ikan pindang,Laut,2007,0,2
953,74,Sulawesi Tenggara,Sulawesi,ikan pindang,Laut,2007,486,2
954,81,Maluku,Maluku - Papua,ikan pindang,Laut,2007,0,2
955,82,Maluku Utara,Maluku - Papua,ikan pindang,Laut,2007,399,2
956,91,Papua Barat,Maluku - Papua,ikan pindang,Laut,2007,0,2
957,94,Papua,Maluku - Papua,ikan pindang,Laut,2007,0,2
958,11,Aceh,Sumatera,ikan pindang,Laut,2008,0,2
959,12,Sumatera Utara,Sumatera,ikan pindang,Laut,2008,16079,2
960,13,Sumatera Barat,Sumatera,ikan pindang,Laut,2008,1942,2
961,14,Riau,Sumatera,ikan pindang,Laut,2008,0,2
962,21,Kepulauan Riau,Sumatera,ikan pindang,Laut,2008,0,2
963,15,Jambi,Sumatera,ikan pindang,Laut,2008,0,2
964,16,Sumatera Selatan,Sumatera,ikan pindang,Laut,2008,0,2
965,19,Kepulauan Bangka Belitung,Sumatera,ikan pindang,Laut,2008,0,2
966,17,Bengkulu,Sumatera,ikan pindang,Laut,2008,0,2
967,18,Lampung,Sumatera,ikan pindang,Laut,2008,277,2
968,36,Banten,Jawa,ikan pindang,Laut,2008,646,2
969,31,DKI Jakarta,Jawa,ikan pindang,Laut,2008,0,2
970,32,Jawa Barat,Jawa,ikan pindang,Laut,2008,19700,2
971,33,Jawa Tengah,Jawa,ikan pindang,Laut,2008,48687,2
972,34,DI Yogyakarta,Jawa,ikan pindang,Laut,2008,0,2
973,35,Jawa Timur,Jawa,ikan pindang,Laut,2008,32548,2
974,51,Bali,Bali - Nusa Tenggara,ikan pindang,Laut,2008,13287,2
975,52,Nusa Tenggara Barat,Bali - Nusa Tenggara,ikan pindang,Laut,2008,5431,2
976,53,Nusa Tenggara Timur,Bali - Nusa Tenggara,ikan pindang,Laut,2008,0,2
977,61,Kalimantan Barat,Kalimantan,ikan pindang,Laut,2008,0,2
978,62,Kalimantan Tengah,Kalimantan,ikan pindang,Laut,2008,0,2
979,63,Kalimantan Selatan,Kalimantan,ikan pindang,Laut,2008,0,2
980,64,Kalimantan Timur,Kalimantan,ikan pindang,Laut,2008,0,2
981,71,Sulawesi Utara,Sulawesi,ikan pindang,Laut,2008,0,2
982,75,Gorontalo,Sulawesi,ikan pindang,Laut,2008,0,2
983,72,Sulawesi Tengah,Sulawesi,ikan pindang,Laut,2008,0,2
984,73,Sulawesi Selatan,Sulawesi,ikan pindang,Laut,2008,369,2
985,76,Sulawesi Barat,Sulawesi,ikan pindang,Laut,2008,0,2
986,74,Sulawesi Tenggara,Sulawesi,ikan pindang,Laut,2008,289,2
987,81,Maluku,Maluku - Papua,ikan pindang,Laut,2008,0,2
988,82,Maluku Utara,Maluku - Papua,ikan pindang,Laut,2008,186,2
989,91,Papua Barat,Maluku - Papua,ikan pindang,Laut,2008,0,2
990,94,Papua,Maluku - Papua,ikan pindang,Laut,2008,0,2
991,11,Aceh,Sumatera,ikan pindang,Laut,2009,0,2
992,12,Sumatera Utara,Sumatera,ikan pindang,Laut,2009,12847,2
993,13,Sumatera Barat,Sumatera,ikan pindang,Laut,2009,276,2
994,14,Riau,Sumatera,ikan pindang,Laut,2009,0,2
995,21,Kepulauan Riau,Sumatera,ikan pindang,Laut,2009,0,2
996,15,Jambi,Sumatera,ikan pindang,Laut,2009,0,2
997,16,Sumatera Selatan,Sumatera,ikan pindang,Laut,2009,0,2
998,19,Kepulauan Bangka Belitung,Sumatera,ikan pindang,Laut,2009,0,2
999,17,Bengkulu,Sumatera,ikan pindang,Laut,2009,0,2
1000,18,Lampung,Sumatera,ikan pindang,Laut,2009,1349,2
1001,36,Banten,Jawa,ikan pindang,Laut,2009,633,2
1002,31,DKI Jakarta,Jawa,ikan pindang,Laut,2009,0,2
1003,32,Jawa Barat,Jawa,ikan pindang,Laut,2009,1490,2
1004,33,Jawa Tengah,Jawa,ikan pindang,Laut,2009,37918,2
1005,34,DI Yogyakarta,Jawa,ikan pindang,Laut,2009,0,2
1006,35,Jawa Timur,Jawa,ikan pindang,Laut,2009,34590,2
1007,51,Bali,Bali - Nusa Tenggara,ikan pindang,Laut,2009,14072,2
1008,52,Nusa Tenggara Barat,Bali - Nusa Tenggara,ikan pindang,Laut,2009,5684,2
1009,53,Nusa Tenggara Timur,Bali - Nusa Tenggara,ikan pindang,Laut,2009,0,2
1010,61,Kalimantan Barat,Kalimantan,ikan pindang,Laut,2009,0,2
1011,62,Kalimantan Tengah,Kalimantan,ikan pindang,Laut,2009,0,2
1012,63,Kalimantan Selatan,Kalimantan,ikan pindang,Laut,2009,0,2
1013,64,Kalimantan Timur,Kalimantan,ikan pindang,Laut,2009,0,2
1014,71,Sulawesi Utara,Sulawesi,ikan pindang,Laut,2009,0,2
1015,75,Gorontalo,Sulawesi,ikan pindang,Laut,2009,0,2
1016,72,Sulawesi Tengah,Sulawesi,ikan pindang,Laut,2009,0,2
1017,73,Sulawesi Selatan,Sulawesi,ikan pindang,Laut,2009,197,2
1018,76,Sulawesi Barat,Sulawesi,ikan pindang,Laut,2009,0,2
1019,74,Sulawesi Tenggara,Sulawesi,ikan pindang,Laut,2009,308,2
1020,81,Maluku,Maluku - Papua,ikan pindang,Laut,2009,51,2
1021,82,Maluku Utara,Maluku - Papua,ikan pindang,Laut,2009,0,2
1022,91,Papua Barat,Maluku - Papua,ikan pindang,Laut,2009,0,2
1023,94,Papua,Maluku - Papua,ikan pindang,Laut,2009,0,2
1024,11,Aceh,Sumatera,ikan pindang,Laut,2010,0,2
1025,12,Sumatera Utara,Sumatera,ikan pindang,Laut,2010,9907,2
1026,13,Sumatera Barat,Sumatera,ikan pindang,Laut,2010,276,2
1027,14,Riau,Sumatera,ikan pindang,Laut,2010,0,2
1028,21,Kepulauan Riau,Sumatera,ikan pindang,Laut,2010,0,2
1029,15,Jambi,Sumatera,ikan pindang,Laut,2010,0,2
1030,16,Sumatera Selatan,Sumatera,ikan pindang,Laut,2010,0,2
1031,19,Kepulauan Bangka Belitung,Sumatera,ikan pindang,Laut,2010,0,2
1032,17,Bengkulu,Sumatera,ikan pindang,Laut,2010,0,2
1033,18,Lampung,Sumatera,ikan pindang,Laut,2010,1452,2
1034,36,Banten,Jawa,ikan pindang,Laut,2010,755,2
1035,31,DKI Jakarta,Jawa,ikan pindang,Laut,2010,0,2
1036,32,Jawa Barat,Jawa,ikan pindang,Laut,2010,3565,2
1037,33,Jawa Tengah,Jawa,ikan pindang,Laut,2010,37335,2
1038,34,DI Yogyakarta,Jawa,ikan pindang,Laut,2010,0,2
1039,35,Jawa Timur,Jawa,ikan pindang,Laut,2010,27104,2
1040,51,Bali,Bali - Nusa Tenggara,ikan pindang,Laut,2010,15425,2
1041,52,Nusa Tenggara Barat,Bali - Nusa Tenggara,ikan pindang,Laut,2010,8433,2
1042,53,Nusa Tenggara Timur,Bali - Nusa Tenggara,ikan pindang,Laut,2010,0,2
1043,61,Kalimantan Barat,Kalimantan,ikan pindang,Laut,2010,0,2
1044,62,Kalimantan Tengah,Kalimantan,ikan pindang,Laut,2010,0,2
1045,63,Kalimantan Selatan,Kalimantan,ikan pindang,Laut,2010,0,2
1046,64,Kalimantan Timur,Kalimantan,ikan pindang,Laut,2010,0,2
1047,71,Sulawesi Utara,Sulawesi,ikan pindang,Laut,2010,0,2
1048,75,Gorontalo,Sulawesi,ikan pindang,Laut,2010,0,2
1049,72,Sulawesi Tengah,Sulawesi,ikan pindang,Laut,2010,0,2
1050,73,Sulawesi Selatan,Sulawesi,ikan pindang,Laut,2010,274,2
1051,76,Sulawesi Barat,Sulawesi,ikan pindang,Laut,2010,0,2
1052,74,Sulawesi Tenggara,Sulawesi,ikan pindang,Laut,2010,314,2
1053,81,Maluku,Maluku - Papua,ikan pindang,Laut,2010,11,2
1054,82,Maluku Utara,Maluku - Papua,ikan pindang,Laut,2010,0,2
1055,91,Papua Barat,Maluku - Papua,ikan pindang,Laut,2010,0,2
1056,94,Papua,Maluku - Papua,ikan pindang,Laut,2010,0,2
1057,11,Aceh,Sumatera,ikan pindang,Laut,2011,0,2
1058,12,Sumatera Utara,Sumatera,ikan pindang,Laut,2011,9305,2
1059,13,Sumatera Barat,Sumatera,ikan pindang,Laut,2011,0,2
1060,14,Riau,Sumatera,ikan pindang,Laut,2011,0,2
1061,21,Kepulauan Riau,Sumatera,ikan pindang,Laut,2011,0,2
1062,15,Jambi,Sumatera,ikan pindang,Laut,2011,0,2
1063,16,Sumatera Selatan,Sumatera,ikan pindang,Laut,2011,0,2
1064,19,Kepulauan Bangka Belitung,Sumatera,ikan pindang,Laut,2011,0,2
1065,17,Bengkulu,Sumatera,ikan pindang,Laut,2011,0,2
1066,18,Lampung,Sumatera,ikan pindang,Laut,2011,1589,2
1067,36,Banten,Jawa,ikan pindang,Laut,2011,868,2
1068,31,DKI Jakarta,Jawa,ikan pindang,Laut,2011,0,2
1069,32,Jawa Barat,Jawa,ikan pindang,Laut,2011,18014,2
1070,33,Jawa Tengah,Jawa,ikan pindang,Laut,2011,33535,2
1071,34,DI Yogyakarta,Jawa,ikan pindang,Laut,2011,0,2
1072,35,Jawa Timur,Jawa,ikan pindang,Laut,2011,23180,2
1073,51,Bali,Bali - Nusa Tenggara,ikan pindang,Laut,2011,13894,2
1074,52,Nusa Tenggara Barat,Bali - Nusa Tenggara,ikan pindang,Laut,2011,5543,2
1075,53,Nusa Tenggara Timur,Bali - Nusa Tenggara,ikan pindang,Laut,2011,0,2
1076,61,Kalimantan Barat,Kalimantan,ikan pindang,Laut,2011,253,2
1077,62,Kalimantan Tengah,Kalimantan,ikan pindang,Laut,2011,69,2
1078,63,Kalimantan Selatan,Kalimantan,ikan pindang,Laut,2011,0,2
1079,64,Kalimantan Timur,Kalimantan,ikan pindang,Laut,2011,0,2
1080,71,Sulawesi Utara,Sulawesi,ikan pindang,Laut,2011,0,2
1081,75,Gorontalo,Sulawesi,ikan pindang,Laut,2011,0,2
1082,72,Sulawesi Tengah,Sulawesi,ikan pindang,Laut,2011,0,2
1083,73,Sulawesi Selatan,Sulawesi,ikan pindang,Laut,2011,414,2
1084,76,Sulawesi Barat,Sulawesi,ikan pindang,Laut,2011,0,2
1085,74,Sulawesi Tenggara,Sulawesi,ikan pindang,Laut,2011,313,2
1086,81,Maluku,Maluku - Papua,ikan pindang,Laut,2011,0,2
1087,82,Maluku Utara,Maluku - Papua,ikan pindang,Laut,2011,0,2
1088,91,Papua Barat,Maluku - Papua,ikan pindang,Laut,2011,0,2
1089,94,Papua,Maluku - Papua,ikan pindang,Laut,2011,0,2
1090,11,Aceh,Sumatera,ikan peragian,Laut,2001,108,3
1091,12,Sumatera Utara,Sumatera,ikan peragian,Laut,2001,12527,3
1092,13,Sumatera Barat,Sumatera,ikan peragian,Laut,2001,0,3
1093,14,Riau,Sumatera,ikan peragian,Laut,2001,17171,3
1094,21,Kepulauan Riau,Sumatera,ikan peragian,Laut,2001,0,3
1095,15,Jambi,Sumatera,ikan peragian,Laut,2001,281,3
1096,16,Sumatera Selatan,Sumatera,ikan peragian,Laut,2001,194,3
1097,19,Kepulauan Bangka Belitung,Sumatera,ikan peragian,Laut,2001,134,3
1098,17,Bengkulu,Sumatera,ikan peragian,Laut,2001,0,3
1099,18,Lampung,Sumatera,ikan peragian,Laut,2001,850,3
1100,36,Banten,Jawa,ikan peragian,Laut,2001,0,3
1101,31,DKI Jakarta,Jawa,ikan peragian,Laut,2001,0,3
1102,32,Jawa Barat,Jawa,ikan peragian,Laut,2001,986,3
1103,33,Jawa Tengah,Jawa,ikan peragian,Laut,2001,99,3
1104,34,DI Yogyakarta,Jawa,ikan peragian,Laut,2001,0,3
1105,35,Jawa Timur,Jawa,ikan peragian,Laut,2001,1270,3
1106,51,Bali,Bali - Nusa Tenggara,ikan peragian,Laut,2001,0,3
1107,52,Nusa Tenggara Barat,Bali - Nusa Tenggara,ikan peragian,Laut,2001,0,3
1108,53,Nusa Tenggara Timur,Bali - Nusa Tenggara,ikan peragian,Laut,2001,0,3
1109,61,Kalimantan Barat,Kalimantan,ikan peragian,Laut,2001,257,3
1110,62,Kalimantan Tengah,Kalimantan,ikan peragian,Laut,2001,897,3
1111,63,Kalimantan Selatan,Kalimantan,ikan peragian,Laut,2001,155,3
1112,64,Kalimantan Timur,Kalimantan,ikan peragian,Laut,2001,172,3
1113,71,Sulawesi Utara,Sulawesi,ikan peragian,Laut,2001,0,3
1114,75,Gorontalo,Sulawesi,ikan peragian,Laut,2001,0,3
1115,72,Sulawesi Tengah,Sulawesi,ikan peragian,Laut,2001,0,3
1116,73,Sulawesi Selatan,Sulawesi,ikan peragian,Laut,2001,18,3
1117,76,Sulawesi Barat,Sulawesi,ikan peragian,Laut,2001,0,3
1118,74,Sulawesi Tenggara,Sulawesi,ikan peragian,Laut,2001,327,3
1119,81,Maluku,Maluku - Papua,ikan peragian,Laut,2001,0,3
1120,82,Maluku Utara,Maluku - Papua,ikan peragian,Laut,2001,1,3
1121,91,Papua Barat,Maluku - Papua,ikan peragian,Laut,2001,0,3
1122,94,Papua,Maluku - Papua,ikan peragian,Laut,2001,0,3
1123,11,Aceh,Sumatera,ikan peragian,Laut,2002,362,3
1124,12,Sumatera Utara,Sumatera,ikan peragian,Laut,2002,2622,3
1125,13,Sumatera Barat,Sumatera,ikan peragian,Laut,2002,0,3
1126,14,Riau,Sumatera,ikan peragian,Laut,2002,1054,3
1127,21,Kepulauan Riau,Sumatera,ikan peragian,Laut,2002,0,3
1128,15,Jambi,Sumatera,ikan peragian,Laut,2002,90,3
1129,16,Sumatera Selatan,Sumatera,ikan peragian,Laut,2002,219,3
1130,19,Kepulauan Bangka Belitung,Sumatera,ikan peragian,Laut,2002,143,3
1131,17,Bengkulu,Sumatera,ikan peragian,Laut,2002,0,3
1132,18,Lampung,Sumatera,ikan peragian,Laut,2002,593,3
1133,36,Banten,Jawa,ikan peragian,Laut,2002,667,3
1134,31,DKI Jakarta,Jawa,ikan peragian,Laut,2002,0,3
1135,32,Jawa Barat,Jawa,ikan peragian,Laut,2002,1069,3
1136,33,Jawa Tengah,Jawa,ikan peragian,Laut,2002,74,3
1137,34,DI Yogyakarta,Jawa,ikan peragian,Laut,2002,0,3
1138,35,Jawa Timur,Jawa,ikan peragian,Laut,2002,3408,3
1139,51,Bali,Bali - Nusa Tenggara,ikan peragian,Laut,2002,0,3
1140,52,Nusa Tenggara Barat,Bali - Nusa Tenggara,ikan peragian,Laut,2002,14,3
1141,53,Nusa Tenggara Timur,Bali - Nusa Tenggara,ikan peragian,Laut,2002,0,3
1142,61,Kalimantan Barat,Kalimantan,ikan peragian,Laut,2002,338,3
1143,62,Kalimantan Tengah,Kalimantan,ikan peragian,Laut,2002,897,3
1144,63,Kalimantan Selatan,Kalimantan,ikan peragian,Laut,2002,193,3
1145,64,Kalimantan Timur,Kalimantan,ikan peragian,Laut,2002,198,3
1146,71,Sulawesi Utara,Sulawesi,ikan peragian,Laut,2002,0,3
1147,75,Gorontalo,Sulawesi,ikan peragian,Laut,2002,0,3
1148,72,Sulawesi Tengah,Sulawesi,ikan peragian,Laut,2002,0,3
1149,73,Sulawesi Selatan,Sulawesi,ikan peragian,Laut,2002,9,3
1150,76,Sulawesi Barat,Sulawesi,ikan peragian,Laut,2002,0,3
1151,74,Sulawesi Tenggara,Sulawesi,ikan peragian,Laut,2002,163,3
1152,81,Maluku,Maluku - Papua,ikan peragian,Laut,2002,2,3
1153,82,Maluku Utara,Maluku - Papua,ikan peragian,Laut,2002,0,3
1154,91,Papua Barat,Maluku - Papua,ikan peragian,Laut,2002,0,3
1155,94,Papua,Maluku - Papua,ikan peragian,Laut,2002,0,3
1156,11,Aceh,Sumatera,ikan peragian,Laut,2003,375,3
1157,12,Sumatera Utara,Sumatera,ikan peragian,Laut,2003,2164,3
1158,13,Sumatera Barat,Sumatera,ikan peragian,Laut,2003,0,3
1159,14,Riau,Sumatera,ikan peragian,Laut,2003,2721,3
1160,21,Kepulauan Riau,Sumatera,ikan peragian,Laut,2003,0,3
1161,15,Jambi,Sumatera,ikan peragian,Laut,2003,299,3
1162,16,Sumatera Selatan,Sumatera,ikan peragian,Laut,2003,305,3
1163,19,Kepulauan Bangka Belitung,Sumatera,ikan peragian,Laut,2003,150,3
1164,17,Bengkulu,Sumatera,ikan peragian,Laut,2003,0,3
1165,18,Lampung,Sumatera,ikan peragian,Laut,2003,512,3
1166,36,Banten,Jawa,ikan peragian,Laut,2003,876,3
1167,31,DKI Jakarta,Jawa,ikan peragian,Laut,2003,0,3
1168,32,Jawa Barat,Jawa,ikan peragian,Laut,2003,1211,3
1169,33,Jawa Tengah,Jawa,ikan peragian,Laut,2003,174,3
1170,34,DI Yogyakarta,Jawa,ikan peragian,Laut,2003,0,3
1171,35,Jawa Timur,Jawa,ikan peragian,Laut,2003,2797,3
1172,51,Bali,Bali - Nusa Tenggara,ikan peragian,Laut,2003,0,3
1173,52,Nusa Tenggara Barat,Bali - Nusa Tenggara,ikan peragian,Laut,2003,13,3
1174,53,Nusa Tenggara Timur,Bali - Nusa Tenggara,ikan peragian,Laut,2003,0,3
1175,61,Kalimantan Barat,Kalimantan,ikan peragian,Laut,2003,718,3
1176,62,Kalimantan Tengah,Kalimantan,ikan peragian,Laut,2003,944,3
